loc_prec,G16DPRS,G16RPRS,G16DHOR,G16RHOR,year,
"Middlesex,South Amboy, Ward 3, District 1",161,184,217,116,2016,
"Middlesex,South Amboy, Ward 3, District 2",354,423,424,284,2016,
"Middlesex,South Amboy, Ward 3, District 3",252,343,309,238,2016,
"Middlesex,South Brunswick, District 1",2257,1016,2060,995,2016,
"Middlesex,South Brunswick, District 10",1980,872,1801,871,2016,
"Middlesex,South Brunswick, District 11",2046,906,1894,882,2016,
"Middlesex,South Brunswick, District 12",1979,863,1813,849,2016,
"Middlesex,South Brunswick, District 13",2165,858,1984,852,2016,
"Middlesex,South Brunswick, District 14",2116,837,1918,831,2016,
"Middlesex,South Brunswick, District 15",2284,939,2061,933,2016,
"Middlesex,South Brunswick, District 16",2364,922,2170,942,2016,
"Middlesex,South Brunswick, District 17",2179,832,1984,824,2016,
"Middlesex,South Brunswick, District 18",2195,854,1984,862,2016,
"Middlesex,South Brunswick, District 19",2122,818,1924,815,2016,
"Middlesex,South Brunswick, District 2",2133,918,1946,903,2016,
"Middlesex,South Brunswick, District 20",2055,832,1862,842,2016,
"Middlesex,South Brunswick, District 21",2099,905,1922,912,2016,
"Middlesex,South Brunswick, District 22",2204,900,2007,893,2016,
"Middlesex,South Brunswick, District 23",2174,829,1982,821,2016,
"Middlesex,South Brunswick, District 24",2037,883,1853,883,2016,
"Middlesex,South Brunswick, District 25",2168,836,1983,844,2016,
"Middlesex,South Brunswick, District 26",2325,967,2080,987,2016,
"Middlesex,South Brunswick, District 27",2224,878,2006,900,2016,
"Middlesex,South Brunswick, District 28",2313,913,2100,913,2016,
"Middlesex,South Brunswick, District 29",2212,850,1985,856,2016,
"Middlesex,South Brunswick, District 3",2110,863,1932,874,2016,
"Middlesex,South Brunswick, District 30",2143,838,1946,830,2016,
"Middlesex,South Brunswick, District 4",2034,1032,1859,1007,2016,
"Middlesex,South Brunswick, District 5",2096,927,1905,900,2016,
"Middlesex,South Brunswick, District 6",2007,928,1824,908,2016,
"Middlesex,South Brunswick, District 7",2072,849,1876,878,2016,
"Middlesex,South Brunswick, District 8",2066,921,1887,915,2016,
"Middlesex,South Brunswick, District 9",2035,889,1858,876,2016,
"Middlesex,South Plainfield, District 1",846,556,861,477,2016,
"Middlesex,South Plainfield, District 10",1048,705,1092,576,2016,
"Middlesex,South Plainfield, District 11",717,628,773,514,2016,
"Middlesex,South Plainfield, District 12",699,657,752,548,2016,
"Middlesex,South Plainfield, District 13",896,681,926,563,2016,
"Middlesex,South Plainfield, District 14",768,724,829,608,2016,
"Middlesex,South Plainfield, District 15",954,566,972,467,2016,
"Middlesex,South Plainfield, District 2",764,690,800,565,2016,
"Middlesex,South Plainfield, District 3",762,627,823,516,2016,
"Middlesex,South Plainfield, District 4",921,822,989,677,2016,
"Middlesex,South Plainfield, District 5",676,619,734,514,2016,
"Middlesex,South Plainfield, District 6",768,664,831,547,2016,
"Middlesex,South Plainfield, District 7",882,668,920,545,2016,
"Middlesex,South Plainfield, District 8",802,659,845,564,2016,
"Middlesex,South Plainfield, District 9",737,684,792,568,2016,
"Middlesex,South River, District 1",448,352,422,297,2016,
"Middlesex,South River, District 10",612,495,580,426,2016,
"Middlesex,South River, District 11",471,420,452,340,2016,
"Middlesex,South River, District 12",465,388,434,311,2016,
"Middlesex,South River, District 13",423,379,389,314,2016,
"Middlesex,South River, District 14",403,402,381,331,2016,
"Middlesex,South River, District 2",402,371,389,297,2016,
"Middlesex,South River, District 3",391,419,371,335,2016,
"Middlesex,South River, District 4",386,396,367,323,2016,
"Middlesex,South River, District 5",414,427,400,344,2016,
"Middlesex,South River, District 6",434,412,420,335,2016,
"Middlesex,South River, District 7",421,400,406,314,2016,
"Middlesex,South River, District 8",402,415,379,339,2016,
"Middlesex,South River, District 9",434,356,408,289,2016,
"Middlesex,Spotswood, District 1",474,675,428,520,2016,
"Middlesex,Spotswood, District 2",323,497,284,379,2016,
"Middlesex,Spotswood, District 3",288,431,278,320,2016,
"Middlesex,Spotswood, District 4",328,418,302,326,2016,
"Middlesex,Spotswood, District 5",395,533,348,400,2016,
"Middlesex,Spotswood, District 6",321,397,292,315,2016,
"Middlesex,Spotswood, District 7",300,507,264,398,2016,
"Middlesex,Total",1046230,578436,6.87922E+11,2.74907E+11,2016,
"Middlesex,Woodbridge, Ward 1, District 1",2037,1437,2246,1095,2016,
"Middlesex,Woodbridge, Ward 1, District 10",2096,1519,2317,1142,2016,
"Middlesex,Woodbridge, Ward 1, District 11",1985,1478,2197,1115,2016,
"Middlesex,Woodbridge, Ward 1, District 12",2126,1385,2299,1059,2016,
"Middlesex,Woodbridge, Ward 1, District 13",2120,1600,2349,1168,2016,
"Middlesex,Woodbridge, Ward 1, District 14",2043,1420,2253,1077,2016,
"Middlesex,Woodbridge, Ward 1, District 15",1982,1517,2210,1139,2016,
"Middlesex,Woodbridge, Ward 1, District 2",2001,1544,2219,1166,2016,
"Middlesex,Woodbridge, Ward 1, District 3",2034,1442,2231,1093,2016,
"Middlesex,Woodbridge, Ward 1, District 4",2041,1544,2263,1146,2016,
"Middlesex,Woodbridge, Ward 1, District 5",2032,1486,2245,1123,2016,
"Middlesex,Woodbridge, Ward 1, District 6",1970,1419,2172,1069,2016,
"Middlesex,Woodbridge, Ward 1, District 7",2165,1574,2384,1172,2016,
"Middlesex,Woodbridge, Ward 1, District 8",1929,1353,2120,1022,2016,
"Middlesex,Woodbridge, Ward 1, District 9",1996,1468,2192,1119,2016,
"Middlesex,Woodbridge, Ward 2, District 1",1989,1333,2162,1009,2016,
"Middlesex,Woodbridge, Ward 2, District 10",1998,1433,2190,1079,2016,
"Middlesex,Woodbridge, Ward 2, District 11",2013,1451,2215,1091,2016,
"Middlesex,Woodbridge, Ward 2, District 12",2031,1492,2244,1124,2016,
"Middlesex,Woodbridge, Ward 2, District 13",2171,1448,2355,1104,2016,
"Middlesex,Woodbridge, Ward 2, District 14",2199,1351,2315,1030,2016,
"Middlesex,Woodbridge, Ward 2, District 15",2050,1366,2230,1047,2016,
"Middlesex,Woodbridge, Ward 2, District 2",1995,1468,2186,1083,2016,
"Middlesex,Woodbridge, Ward 2, District 3",2047,1475,2240,1111,2016,
"Middlesex,Woodbridge, Ward 2, District 4",1983,1521,2207,1139,2016,
"Middlesex,Woodbridge, Ward 2, District 5",1977,1442,2183,1084,2016,
"Middlesex,Woodbridge, Ward 2, District 6",1982,1436,2206,1073,2016,
"Middlesex,Woodbridge, Ward 2, District 7",2055,1420,2247,1093,2016,
"Middlesex,Woodbridge, Ward 2, District 8",2121,1510,2314,1143,2016,
"Middlesex,Woodbridge, Ward 2, District 9",1999,1496,2206,1141,2016,
"Middlesex,Woodbridge, Ward 3, District 1",1918,1453,2149,1078,2016,
"Middlesex,Woodbridge, Ward 3, District 10",2229,1486,2419,1111,2016,
"Middlesex,Woodbridge, Ward 3, District 11",2135,1325,2294,1000,2016,
"Middlesex,Woodbridge, Ward 3, District 12",2166,1356,2352,1031,2016,
"Middlesex,Woodbridge, Ward 3, District 13",2104,1501,2298,1138,2016,
"Middlesex,Woodbridge, Ward 3, District 2",2089,1564,2321,1161,2016,
"Middlesex,Woodbridge, Ward 3, District 3",1954,1503,2173,1121,2016,
"Middlesex,Woodbridge, Ward 3, District 4",1930,1449,2135,1075,2016,
"Middlesex,Woodbridge, Ward 3, District 5",1991,1458,2198,1100,2016,
"Middlesex,Woodbridge, Ward 3, District 6",2043,1431,2241,1077,2016,
"Middlesex,Woodbridge, Ward 3, District 7",2005,1481,2215,1116,2016,
"Middlesex,Woodbridge, Ward 3, District 8",1994,1408,2203,1047,2016,
"Middlesex,Woodbridge, Ward 3, District 9",2022,1456,2218,1100,2016,
"Middlesex,Woodbridge, Ward 4, District 1",2758,1721,2947,1303,2016,
"Middlesex,Woodbridge, Ward 4, District 10",2651,1720,2839,1300,2016,
"Middlesex,Woodbridge, Ward 4, District 11",2549,1652,2757,1262,2016,
"Middlesex,Woodbridge, Ward 4, District 12",2480,1629,2671,1242,2016,
"Middlesex,Woodbridge, Ward 4, District 13",2449,1666,2653,1278,2016,
"Middlesex,Woodbridge, Ward 4, District 14",2494,1695,2706,1283,2016,
"Middlesex,Woodbridge, Ward 4, District 2",2544,1732,2731,1332,2016,
"Middlesex,Woodbridge, Ward 4, District 3",2479,1648,2673,1263,2016,
"Middlesex,Woodbridge, Ward 4, District 4",2422,1654,2629,1252,2016,
"Middlesex,Woodbridge, Ward 4, District 5",2514,1654,2714,1274,2016,
"Middlesex,Woodbridge, Ward 4, District 6",2437,1669,2640,1277,2016,
"Middlesex,Woodbridge, Ward 4, District 7",2621,1737,2810,1337,2016,
"Middlesex,Woodbridge, Ward 4, District 8",2570,1693,2759,1312,2016,
"Middlesex,Woodbridge, Ward 4, District 9",2627,1758,2826,1329,2016,
"Middlesex,Woodbridge, Ward 5, District 1",1924,1552,2158,1165,2016,
"Middlesex,Woodbridge, Ward 5, District 10",2069,1568,2246,1199,2016,
"Middlesex,Woodbridge, Ward 5, District 11",2003,1520,2214,1142,2016,
"Middlesex,Woodbridge, Ward 5, District 12",2038,1561,2240,1198,2016,
"Middlesex,Woodbridge, Ward 5, District 13",2003,1502,2195,1139,2016,
"Middlesex,Woodbridge, Ward 5, District 14",1992,1475,2200,1116,2016,
"Middlesex,Woodbridge, Ward 5, District 15",1963,1436,2165,1077,2016,
"Middlesex,Woodbridge, Ward 5, District 16",2062,1554,2280,1184,2016,
"Middlesex,Woodbridge, Ward 5, District 17",1969,1499,2187,1144,2016,
"Middlesex,Woodbridge, Ward 5, District 18",1904,1450,2129,1084,2016,
"Middlesex,Woodbridge, Ward 5, District 2",1984,1403,2178,1068,2016,
"Middlesex,Woodbridge, Ward 5, District 3",1942,1453,2151,1104,2016,
"Middlesex,Woodbridge, Ward 5, District 4",1954,1486,2161,1118,2016,
"Middlesex,Woodbridge, Ward 5, District 5",2059,1547,2272,1160,2016,
"Middlesex,Woodbridge, Ward 5, District 6",2061,1529,2287,1145,2016,
"Middlesex,Woodbridge, Ward 5, District 7",2055,1571,2264,1195,2016,
"Middlesex,Woodbridge, Ward 5, District 8",2013,1535,2216,1162,2016,
"Middlesex,Woodbridge, Ward 5, District 9",2145,1480,2341,1111,2016,
"Monmouth,Aberdeen Township 1",375,355,415,277,2016,
"Monmouth,Aberdeen Township 10",239,281,255,253,2016,
"Monmouth,Aberdeen Township 11",191,174,203,150,2016,
"Monmouth,Aberdeen Township 12",319,379,329,334,2016,
"Monmouth,Aberdeen Township 13",225,304,261,234,2016,
"Monmouth,Aberdeen Township 2",709,266,702,188,2016,
"Monmouth,Aberdeen Township 3",244,294,279,232,2016,
"Monmouth,Aberdeen Township 4",405,386,465,263,2016,
"Monmouth,Aberdeen Township 5",200,194,200,175,2016,
"Monmouth,Aberdeen Township 6",215,304,247,252,2016,
"Monmouth,Aberdeen Township 7",202,307,228,252,2016,
"Monmouth,Aberdeen Township 8",420,341,444,274,2016,
"Monmouth,Aberdeen Township 9",300,292,303,261,2016,
"Monmouth,Aberdeen Township Emergency",0,0,0,0,2016,
"Monmouth,Aberdeen Township Mail-In Ballot",256,213,279,194,2016,
"Monmouth,Aberdeen Township Provisional",28,36,35,26,2016,
"Monmouth,Allenhurst Borough 1",95,152,123,112,2016,
"Monmouth,Allenhurst Borough Emergency",0,0,0,0,2016,
"Monmouth,Allenhurst Borough Mail-In Ballot",5,21,8,18,2016,
"Monmouth,Allenhurst Borough Provisional",0,0,0,0,2016,
"Monmouth,Allentown Borough 1",175,122,133,148,2016,
"Monmouth,Allentown Borough 2",324,317,248,351,2016,
"Monmouth,Allentown Borough Emergency",0,0,0,0,2016,
"Monmouth,Allentown Borough Mail-In Ballot",45,38,32,43,2016,
"Monmouth,Allentown Borough Provisional",1,4,1,3,2016,
"Monmouth,Asbury Park City 1",389,36,366,30,2016,
"Monmouth,Asbury Park City 2",458,48,422,29,2016,
"Monmouth,Asbury Park City 3",470,15,406,14,2016,
"Monmouth,Asbury Park City 4",597,103,544,102,2016,
"Monmouth,Asbury Park City 5",407,86,362,72,2016,
"Monmouth,Asbury Park City 6",345,120,333,98,2016,
"Monmouth,Asbury Park City 7",286,104,275,84,2016,
"Monmouth,Asbury Park City 8",343,110,340,101,2016,
"Monmouth,Asbury Park City 9",360,62,331,48,2016,
"Monmouth,Asbury Park City Emergency",0,0,0,0,2016,
"Monmouth,Asbury Park City Mail-In Ballot",335,45,322,43,2016,
"Monmouth,Asbury Park City Provisional",189,17,166,16,2016,
"Monmouth,Atlantic Highlands Borough 1",298,312,304,298,2016,
"Monmouth,Atlantic Highlands Borough 2",301,269,353,206,2016,
"Monmouth,Atlantic Highlands Borough 3",231,278,279,210,2016,
"Monmouth,Atlantic Highlands Borough 4",251,232,272,212,2016,
"Monmouth,Atlantic Highlands Borough Emergency",0,0,0,0,2016,
"Monmouth,Atlantic Highlands Borough Mail-In Ballot",124,93,127,92,2016,
"Monmouth,Atlantic Highlands Borough Provisional",9,13,9,11,2016,
"Monmouth,Avon Borough 1",196,276,140,312,2016,
"Monmouth,Avon Borough 2",203,287,128,331,2016,
"Monmouth,Avon Borough Emergency",0,0,0,0,2016,
"Monmouth,Avon Borough Mail-In Ballot",58,60,33,87,2016,
"Monmouth,Avon Borough Provisional",3,2,3,2,2016,
"Monmouth,Belmar Borough 1",146,183,104,220,2016,
"Monmouth,Belmar Borough 2",226,279,180,272,2016,
"Monmouth,Belmar Borough 3",266,291,200,289,2016,
"Monmouth,Belmar Borough 4",287,385,236,392,2016,
"Monmouth,Belmar Borough 5",168,270,138,276,2016,
"Monmouth,Belmar Borough Emergency",0,0,0,0,2016,
"Monmouth,Belmar Borough Mail-In Ballot",173,168,130,198,2016,
"Monmouth,Belmar Borough Provisional",13,20,9,15,2016,
"Monmouth,Bradley Beach Borough 1",258,206,185,224,2016,
"Monmouth,Bradley Beach Borough 2",213,193,174,199,2016,
"Monmouth,Bradley Beach Borough 3",204,188,158,201,2016,
"Monmouth,Bradley Beach Borough 4",213,160,153,180,2016,
"Monmouth,Bradley Beach Borough Emergency",0,0,0,0,2016,
"Monmouth,Bradley Beach Borough Mail-In Ballot",97,75,85,81,2016,
"Monmouth,Bradley Beach Borough Provisional",14,13,9,12,2016,
"Monmouth,Brielle Borough 1",387,644,256,676,2016,
"Monmouth,Brielle Borough 2",271,549,199,555,2016,
"Monmouth,Brielle Borough 3",179,581,107,577,2016,
"Monmouth,Brielle Borough Emergency",0,0,0,0,2016,
"Monmouth,Brielle Borough Mail-In Ballot",100,204,65,223,2016,
"Monmouth,Brielle Borough Provisional",4,15,3,16,2016,
"Monmouth,Colts Neck Township 1",117,295,81,316,2016,
"Monmouth,Colts Neck Township 2",195,549,133,593,2016,
"Monmouth,Colts Neck Township 3",146,367,95,414,2016,
"Monmouth,Colts Neck Township 4",134,270,82,300,2016,
"Monmouth,Colts Neck Township 5",133,362,87,396,2016,
"Monmouth,Colts Neck Township 6",207,490,137,525,2016,
"Monmouth,Colts Neck Township 7",317,673,232,684,2016,
"Monmouth,Colts Neck Township 8",187,399,123,441,2016,
"Monmouth,Colts Neck Township Emergency",0,0,0,0,2016,
"Monmouth,Colts Neck Township Mail-In Ballot",276,393,201,454,2016,
"Monmouth,Colts Neck Township Provisional",6,21,4,19,2016,
"Monmouth,Deal Borough 1",87,182,96,144,2016,
"Monmouth,Deal Borough Emergency",0,0,0,0,2016,
"Monmouth,Deal Borough Mail-In Ballot",16,22,21,18,2016,
"Monmouth,Deal Borough Provisional",0,2,1,1,2016,
"Monmouth,Eatontown Borough 1",256,250,210,257,2016,
"Monmouth,Eatontown Borough 2",316,193,255,215,2016,
"Monmouth,Eatontown Borough 3",280,316,227,332,2016,
"Monmouth,Eatontown Borough 4",299,424,236,445,2016,
"Monmouth,Eatontown Borough 5",360,221,313,225,2016,
"Monmouth,Eatontown Borough 6",389,168,355,163,2016,
"Monmouth,Eatontown Borough 7",305,489,236,502,2016,
"Monmouth,Eatontown Borough 8",154,165,122,169,2016,
"Monmouth,Eatontown Borough 9",159,217,131,232,2016,
"Monmouth,Eatontown Borough Emergency",0,0,0,0,2016,
"Monmouth,Eatontown Borough Mail-In Ballot",207,205,179,237,2016,
"Monmouth,Eatontown Borough Provisional",29,21,26,22,2016,
"Monmouth,Englishtown Borough 1",277,532,233,495,2016,
"Monmouth,Englishtown Borough Emergency",0,0,0,0,2016,
"Monmouth,Englishtown Borough Mail-In Ballot",23,28,20,22,2016,
"Monmouth,Englishtown Borough Provisional",4,4,3,5,2016,
"Monmouth,Fair Haven Borough 1",211,226,159,285,2016,
"Monmouth,Fair Haven Borough 2",266,235,171,312,2016,
"Monmouth,Fair Haven Borough 3",280,220,211,290,2016,
"Monmouth,Fair Haven Borough 4",255,226,194,286,2016,
"Monmouth,Fair Haven Borough 5",209,210,152,264,2016,
"Monmouth,Fair Haven Borough 6",381,227,276,313,2016,
"Monmouth,Fair Haven Borough Emergency",0,0,0,0,2016,
"Monmouth,Fair Haven Borough Mail-In Ballot",177,119,145,155,2016,
"Monmouth,Fair Haven Borough Provisional",11,13,5,15,2016,
"Monmouth,Farmingdale Borough 1",217,399,167,431,2016,
"Monmouth,Farmingdale Borough Emergency",0,0,0,0,2016,
"Monmouth,Farmingdale Borough Mail-In Ballot",18,24,11,30,2016,
"Monmouth,Farmingdale Borough Provisional",3,3,2,4,2016,
"Monmouth,Federal Overseas - 4th Congressional District",258,34,222,43,2016,
"Monmouth,Federal Overseas - 6th Congressional District",128,14,102,12,2016,
"Monmouth,Freehold Borough 1",215,175,163,197,2016,
"Monmouth,Freehold Borough 2",273,279,215,297,2016,
"Monmouth,Freehold Borough 3",163,183,136,195,2016,
"Monmouth,Freehold Borough 4",254,177,222,191,2016,
"Monmouth,Freehold Borough 5",328,95,280,80,2016,
"Monmouth,Freehold Borough 6",333,290,284,305,2016,
"Monmouth,Freehold Borough 7",252,191,230,181,2016,
"Monmouth,Freehold Borough Emergency",0,0,0,0,2016,
"Monmouth,Freehold Borough Mail-In Ballot",140,111,115,135,2016,
"Monmouth,Freehold Borough Provisional",19,12,17,11,2016,
"Monmouth,Freehold Township 1",131,205,110,206,2016,
"Monmouth,Freehold Township 10",312,491,239,547,2016,
"Monmouth,Freehold Township 11",327,684,219,740,2016,
"Monmouth,Freehold Township 12",398,562,299,587,2016,
"Monmouth,Freehold Township 13",129,224,106,222,2016,
"Monmouth,Freehold Township 14",198,276,142,298,2016,
"Monmouth,Freehold Township 15",198,290,158,308,2016,
"Monmouth,Freehold Township 16",390,451,318,459,2016,
"Monmouth,Freehold Township 17",289,467,244,466,2016,
"Monmouth,Freehold Township 18",354,491,298,506,2016,
"Monmouth,Freehold Township 19",304,308,252,317,2016,
"Monmouth,Freehold Township 2",296,310,254,314,2016,
"Monmouth,Freehold Township 20",378,326,317,340,2016,
"Monmouth,Freehold Township 21",217,237,183,246,2016,
"Monmouth,Freehold Township 22",149,282,118,289,2016,
"Monmouth,Freehold Township 23",248,354,175,398,2016,
"Monmouth,Freehold Township 24",127,266,99,270,2016,
"Monmouth,Freehold Township 25",144,256,125,264,2016,
"Monmouth,Freehold Township 26",185,294,142,331,2016,
"Monmouth,Freehold Township 3",131,307,119,275,2016,
"Monmouth,Freehold Township 4",150,254,111,276,2016,
"Monmouth,Freehold Township 5",250,439,217,439,2016,
"Monmouth,Freehold Township 6",191,207,155,218,2016,
"Monmouth,Freehold Township 7",294,318,225,357,2016,
"Monmouth,Freehold Township 8",193,375,149,383,2016,
"Monmouth,Freehold Township 9",275,251,205,269,2016,
"Monmouth,Freehold Township Emergency",0,0,0,0,2016,
"Monmouth,Freehold Township Mail-In Ballot",1109,980,848,1215,2016,
"Monmouth,Freehold Township Provisional",43,67,39,65,2016,
"Monmouth,Hazlet Township 1",213,366,267,265,2016,
"Monmouth,Hazlet Township 10",134,244,174,184,2016,
"Monmouth,Hazlet Township 11",191,351,286,237,2016,
"Monmouth,Hazlet Township 12",114,231,158,156,2016,
"Monmouth,Hazlet Township 13",195,366,234,291,2016,
"Monmouth,Hazlet Township 14",105,243,135,191,2016,
"Monmouth,Hazlet Township 15",90,192,124,132,2016,
"Monmouth,Hazlet Township 16",180,371,247,268,2016,
"Monmouth,Hazlet Township 17",111,230,149,163,2016,
"Monmouth,Hazlet Township 2",432,620,561,437,2016,
"Monmouth,Hazlet Township 3",269,478,387,308,2016,
"Monmouth,Hazlet Township 4",143,302,197,206,2016,
"Monmouth,Hazlet Township 5",207,330,253,239,2016,
"Monmouth,Hazlet Township 6",216,334,284,235,2016,
"Monmouth,Hazlet Township 7",239,455,314,326,2016,
"Monmouth,Hazlet Township 8",126,243,153,191,2016,
"Monmouth,Hazlet Township 9",293,445,373,329,2016,
"Monmouth,Hazlet Township Emergency",0,0,0,0,2016,
"Monmouth,Hazlet Township Mail-In Ballot",289,418,353,342,2016,
"Monmouth,Hazlet Township Provisional",19,33,32,23,2016,
"Monmouth,Highlands Borough 1",341,344,380,272,2016,
"Monmouth,Highlands Borough 2",221,254,278,163,2016,
"Monmouth,Highlands Borough 3",139,215,180,143,2016,
"Monmouth,Highlands Borough 4",192,264,211,220,2016,
"Monmouth,Highlands Borough Emergency",0,0,0,0,2016,
"Monmouth,Highlands Borough Mail-In Ballot",82,80,86,74,2016,
"Monmouth,Highlands Borough Provisional",8,15,13,7,2016,
"Monmouth,Holmdel Township 1",279,401,219,436,2016,
"Monmouth,Holmdel Township 10",228,433,176,432,2016,
"Monmouth,Holmdel Township 2",327,429,248,471,2016,
"Monmouth,Holmdel Township 3",324,448,237,507,2016,
"Monmouth,Holmdel Township 4",250,370,195,395,2016,
"Monmouth,Holmdel Township 5",333,592,251,659,2016,
"Monmouth,Holmdel Township 6",300,408,204,473,2016,
"Monmouth,Holmdel Township 7",203,350,151,374,2016,
"Monmouth,Holmdel Township 8",315,366,256,391,2016,
"Monmouth,Holmdel Township 9",268,370,193,424,2016,
"Monmouth,Holmdel Township Emergency",0,0,0,0,2016,
"Monmouth,Holmdel Township Mail-In Ballot",723,717,542,868,2016,
"Monmouth,Holmdel Township Provisional",27,35,17,42,2016,
"Monmouth,Howell Township 1",275,641,208,651,2016,
"Monmouth,Howell Township 10",240,482,199,461,2016,
"Monmouth,Howell Township 11",242,367,177,394,2016,
"Monmouth,Howell Township 12",202,302,153,300,2016,
"Monmouth,Howell Township 13",309,532,258,514,2016,
"Monmouth,Howell Township 14",183,331,150,346,2016,
"Monmouth,Howell Township 15",252,459,197,442,2016,
"Monmouth,Howell Township 16",282,484,228,470,2016,
"Monmouth,Howell Township 17",270,530,201,540,2016,
"Monmouth,Howell Township 18",270,488,205,499,2016,
"Monmouth,Howell Township 19",282,520,243,502,2016,
"Monmouth,Howell Township 2",256,523,179,561,2016,
"Monmouth,Howell Township 20",325,326,266,325,2016,
"Monmouth,Howell Township 21",141,241,110,232,2016,
"Monmouth,Howell Township 22",274,431,212,448,2016,
"Monmouth,Howell Township 23",350,438,284,463,2016,
"Monmouth,Howell Township 24",215,281,185,274,2016,
"Monmouth,Howell Township 25",291,446,240,457,2016,
"Monmouth,Howell Township 26",347,609,264,598,2016,
"Monmouth,Howell Township 27",343,735,273,741,2016,
"Monmouth,Howell Township 28",261,339,214,348,2016,
"Monmouth,Howell Township 29",259,405,204,397,2016,
"Monmouth,Howell Township 3",166,407,143,374,2016,
"Monmouth,Howell Township 30",232,398,200,373,2016,
"Monmouth,Howell Township 31",270,452,214,434,2016,
"Monmouth,Howell Township 32",242,419,174,456,2016,
"Monmouth,Howell Township 4",239,480,186,494,2016,
"Monmouth,Howell Township 5",258,515,212,505,2016,
"Monmouth,Howell Township 6",401,376,320,392,2016,
"Monmouth,Howell Township 7",302,606,226,607,2016,
"Monmouth,Howell Township 8",249,527,197,499,2016,
"Monmouth,Howell Township 9",248,477,207,466,2016,
"Monmouth,Howell Township Emergency",0,0,0,0,2016,
"Monmouth,Howell Township Mail-In Ballot",954,1241,707,1411,2016,
"Monmouth,Howell Township Provisional",75,140,59,136,2016,
"Monmouth,Interlaken Borough 1",240,268,244,254,2016,
"Monmouth,Interlaken Borough Emergency",0,0,0,0,2016,
"Monmouth,Interlaken Borough Mail-In Ballot",28,28,34,25,2016,
"Monmouth,Interlaken Borough Provisional",4,2,3,5,2016,
"Monmouth,Keansburg Borough 1",224,330,302,185,2016,
"Monmouth,Keansburg Borough 2",192,211,242,122,2016,
"Monmouth,Keansburg Borough 3",202,282,252,180,2016,
"Monmouth,Keansburg Borough 4",240,337,292,204,2016,
"Monmouth,Keansburg Borough 5",194,308,248,190,2016,
"Monmouth,Keansburg Borough 6",149,175,195,93,2016,
"Monmouth,Keansburg Borough Emergency",0,0,0,0,2016,
"Monmouth,Keansburg Borough Mail-In Ballot",80,90,93,70,2016,
"Monmouth,Keansburg Borough Provisional",22,26,29,12,2016,
"Monmouth,Keyport Borough 1",218,289,264,210,2016,
"Monmouth,Keyport Borough 2",225,234,256,173,2016,
"Monmouth,Keyport Borough 3",270,318,316,222,2016,
"Monmouth,Keyport Borough 4",192,259,229,198,2016,
"Monmouth,Keyport Borough 5",175,164,197,128,2016,
"Monmouth,Keyport Borough 6",249,271,287,190,2016,
"Monmouth,Keyport Borough Emergency",0,0,0,0,2016,
"Monmouth,Keyport Borough Mail-In Ballot",87,72,100,55,2016,
"Monmouth,Keyport Borough Provisional",12,15,15,10,2016,
"Monmouth,Lake Como Borough 1",348,338,271,334,2016,
"Monmouth,Lake Como Borough Emergency",0,0,0,0,2016,
"Monmouth,Lake Como Borough Mail-In Ballot",31,44,23,46,2016,
"Monmouth,Lake Como Borough Provisional",5,6,7,3,2016,
"Monmouth,Little Silver Borough 1",269,308,209,357,2016,
"Monmouth,Little Silver Borough 2",183,221,136,273,2016,
"Monmouth,Little Silver Borough 3",183,235,129,280,2016,
"Monmouth,Little Silver Borough 4",279,291,211,348,2016,
"Monmouth,Little Silver Borough 5",170,180,101,246,2016,
"Monmouth,Little Silver Borough 6",200,210,149,267,2016,
"Monmouth,Little Silver Borough 7",177,245,137,272,2016,
"Monmouth,Little Silver Borough Emergency",0,0,0,0,2016,
"Monmouth,Little Silver Borough Mail-In Ballot",222,169,179,211,2016,
"Monmouth,Little Silver Borough Provisional",13,12,10,17,2016,
"Monmouth,Loch Arbour Village 1",46,50,55,43,2016,
"Monmouth,Loch Arbour Village Emergency",0,0,0,0,2016,
"Monmouth,Loch Arbour Village Mail-In Ballot",3,3,5,2,2016,
"Monmouth,Loch Arbour Village Provisional",0,0,0,0,2016,
"Monmouth,Long Branch City 1",80,185,111,144,2016,
"Monmouth,Long Branch City 10",252,190,304,112,2016,
"Monmouth,Long Branch City 11",544,247,519,200,2016,
"Monmouth,Long Branch City 12",304,112,312,75,2016,
"Monmouth,Long Branch City 13",485,85,462,53,2016,
"Monmouth,Long Branch City 14",568,145,542,111,2016,
"Monmouth,Long Branch City 15",258,270,281,205,2016,
"Monmouth,Long Branch City 16",375,209,374,173,2016,
"Monmouth,Long Branch City 17",309,153,325,110,2016,
"Monmouth,Long Branch City 2",204,327,247,244,2016,
"Monmouth,Long Branch City 3",262,272,317,196,2016,
"Monmouth,Long Branch City 4",137,238,182,173,2016,
"Monmouth,Long Branch City 5",284,246,319,177,2016,
"Monmouth,Long Branch City 6",270,155,314,94,2016,
"Monmouth,Long Branch City 7",336,253,401,149,2016,
"Monmouth,Long Branch City 8",199,146,221,93,2016,
"Monmouth,Long Branch City 9",278,134,311,82,2016,
"Monmouth,Long Branch City Emergency",0,0,0,0,2016,
"Monmouth,Long Branch City Mail-In Ballot",346,227,385,191,2016,
"Monmouth,Long Branch City Provisional",98,47,96,32,2016,
"Monmouth,Manalapan Township 1",211,311,177,302,2016,
"Monmouth,Manalapan Township 10",161,159,142,137,2016,
